celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week,n_judges_present,total_judge_score,last_active_week,active,judge_rank,judge_percent
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,5,3,24.0,11,1,5.0,0.08362369337979095
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,6,3,27.0,11,1,1.0,0.10074626865671642
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,7,3,26.0,11,1,5.0,0.1
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,8,3,28.9998,11,1,3.0,0.13062996509903624
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,9,3,25.9998,11,1,5.0,0.13471454803957736
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,10,3,29.0,11,1,3.0,0.16666666666666666
Justina Machado,Sasha Farber,Actor/Actress,Illinois,United States,48,29,4th Place,4,11,3,30.0,11,1,1.0,0.25316455696202533
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,1,3,12.0,2,1,14.0,0.046153846153846156
Charles Oakley,Emma Slater,Athlete,Ohio,United States,56,29,Eliminated Week 2,15,2,3,15.0,2,1,14.0,0.054945054945054944
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,1,3,17.0,6,1,11.0,0.06538461538461539
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,2,3,18.0,6,1,6.0,0.06593406593406594
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,3,3,22.0,6,1,4.0,0.07829181494661921
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,4,3,22.0,6,1,8.0,0.07308970099667775
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,5,3,21.0,6,1,10.0,0.07317073170731707
Veron Davis,Peta Murgatroyd,Athlete,Washington D.C.,United States,36,29,Eliminated Week 6,11,6,3,21.0,6,1,10.0,0.07835820895522388
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,1,3,18.0,10,1,6.0,0.06923076923076923
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,2,3,18.0,10,1,6.0,0.06593406593406594
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,3,3,24.0,10,1,1.0,0.08540925266903915
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,4,3,24.0,10,1,3.0,0.07973421926910298
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,5,3,29.0,10,1,1.0,0.10104529616724739
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,6,3,22.0,10,1,9.0,0.08208955223880597
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,7,3,27.0,10,1,2.0,0.10384615384615385
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,8,3,30.0,10,1,1.0,0.13513537862230382
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,9,3,30.0,10,1,1.0,0.15544105882304174
Johnny Weir,Britt Stewart,Athlete,Pennsylvania,United States,36,29,Eliminated Week 10,6,10,3,28.5,10,1,4.0,0.16379310344827586
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,1,3,20.0,11,1,3.0,0.07692307692307693
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,2,3,21.0,11,1,2.0,0.07692307692307693
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,3,3,24.0,11,1,1.0,0.08540925266903915
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,4,3,24.0,11,1,3.0,0.07973421926910298
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,5,3,26.0,11,1,3.0,0.09059233449477352
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,6,3,26.0,11,1,5.0,0.09701492537313433
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,7,3,30.0,11,1,1.0,0.11538461538461539
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,8,3,30.0,11,1,1.0,0.13513537862230382
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,9,3,28.9998,11,1,3.0,0.15025865392188154
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,10,3,30.0,11,1,1.0,0.1724137931034483
Nev Schulman,Jenna Johnson,Producer,New York,United States,35,29,2nd Place,2,11,3,30.0,11,1,1.0,0.25316455696202533
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,1,3,18.0,9,1,6.0,0.06923076923076923
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,2,3,19.0,9,1,5.0,0.0695970695970696
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,3,3,21.0,9,1,7.0,0.07473309608540925
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,4,3,24.0,9,1,3.0,0.07973421926910298
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,5,3,24.0,9,1,5.0,0.08362369337979095
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,6,3,27.0,9,1,1.0,0.10074626865671642
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,7,3,26.0,9,1,5.0,0.1
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,8,3,27.0,9,1,5.0,0.12162184076007344
AJ McLean,Cheryl Burke,Singer/Rapper,Florida,United States,42,29,Eliminated Week 9,7,9,3,24.9998,9,1,6.0,0.12953317941214265
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,1,3,16.0,11,1,12.0,0.06153846153846154
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,2,3,18.0,11,1,6.0,0.06593406593406594
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,3,3,18.0,11,1,11.0,0.06405693950177936
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,4,3,21.0,11,1,10.0,0.06976744186046512
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,5,3,24.0,11,1,5.0,0.08362369337979095
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,6,3,24.0,11,1,7.0,0.08955223880597014
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,7,3,27.0,11,1,2.0,0.10384615384615385
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,8,3,24.0,11,1,8.0,0.10810830289784307
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,9,3,24.0,11,1,7.0,0.1243528470584334
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,10,3,28.0,11,1,6.0,0.16091954022988506
Nelly,Daniella Karagach,Singer/Rapper,Texas,United States,45,29,3rd Place,3,11,3,28.5,11,1,4.0,0.24050632911392406
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,1,3,20.0,11,1,3.0,0.07692307692307693
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,2,3,22.0,11,1,1.0,0.08058608058608059
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,3,3,23.0,11,1,3.0,0.08185053380782918
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,4,3,25.0,11,1,2.0,0.08305647840531562
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,5,3,27.0,11,1,2.0,0.09407665505226481
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,6,3,27.0,11,1,1.0,0.10074626865671642
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,7,3,24.0,11,1,9.0,0.09230769230769231
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,8,3,28.0,11,1,4.0,0.1261263533808169
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,9,3,30.0,11,1,1.0,0.15544105882304174
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,10,3,30.0,11,1,1.0,0.1724137931034483
Kaitlyn Bristowe,Artem Chigvintsev,TV Personality,Unknown,Canada,35,29,1st Place,1,11,3,30.0,11,1,1.0,0.25316455696202533
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,1,3,11.0,3,1,15.0,0.04230769230769231
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,2,3,16.0,3,1,12.0,0.05860805860805861
Carole Baskin,Pasha Pashkov,TV Personality,Texas,United States,59,29,Eliminated Week 3,14,3,3,12.0,3,1,14.0,0.042704626334519574
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,1,3,19.0,7,1,5.0,0.07307692307692308
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,2,3,16.0,7,1,12.0,0.05860805860805861
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,3,3,21.0,7,1,7.0,0.07473309608540925
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,4,3,24.0,7,1,3.0,0.07973421926910298
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,5,3,26.0,7,1,3.0,0.09059233449477352
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,6,3,27.0,7,1,1.0,0.10074626865671642
Monica Aldama,Valentin Chmerkovskiy,TV Personality,Alabama,United States,48,29,Eliminated Week 7,10,7,3,22.0,7,1,10.0,0.08461538461538462
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,1,3,18.0,7,1,6.0,0.06923076923076923
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,2,3,18.0,7,1,6.0,0.06593406593406594
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,3,3,22.0,7,1,4.0,0.07829181494661921
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,4,3,21.0,7,1,10.0,0.06976744186046512
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,5,3,24.0,7,1,5.0,0.08362369337979095
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,6,3,25.0,7,1,6.0,0.09328358208955224
Jeannie Mai,Brandon Armstrong,TV Personality,California,United States,41,29,Withdrew,9,7,3,25.0,7,1,8.0,0.09615384615384616
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,1,4,13.0,2,1,15.0,0.03551912568306011
Martin Kove,Britt Stewart,Actor/Actress,New York,United States,75,30,Eliminated Week 2,15,2,4,15.0,2,1,15.0,0.03896103896103896
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,1,4,24.0,4,1,9.0,0.06557377049180328
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,2,4,23.0,4,1,13.0,0.05974025974025974
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,3,3,19.0,4,1,12.0,0.06375838926174497
Brian Austin Green,Sharna Burgess,Actor/Actress,California,United States,48,30,Eliminated Week 4,13,4,4,26.0,4,1,13.0,0.06235011990407674
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,1,4,26.0,9,1,5.0,0.07103825136612021
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,2,4,27.0,9,1,5.0,0.07012987012987013
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,3,3,23.0,9,1,4.0,0.07718120805369127
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,4,4,36.5,9,1,1.0,0.08752997601918465
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,5,4,36.0,9,1,3.0,0.09350649350649351
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,6,4,34.0,9,1,8.0,0.09340659340659341
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,7,4,38.0,9,1,3.0,0.1162079510703364
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,8,4,42.0,9,1,1.0,0.13636363636363635
Melora Hardin,Artem Chigvintsev,Actor/Actress,Texas,United States,54,30,Eliminated Week 9,6,9,4,36.0,9,1,5.0,0.1592920353982301
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,1,4,24.0,4,1,9.0,0.06557377049180328
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,2,4,22.0,4,1,14.0,0.05714285714285714
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,3,3,20.0,4,1,10.0,0.06711409395973154
Matt James,Lindsay Arnold,Athlete,North Carolina,United States,29,30,Eliminated Week 4,12,4,4,28.5,4,1,12.0,0.0683453237410072
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,1,4,24.0,7,1,9.0,0.06557377049180328
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,2,4,26.0,7,1,8.0,0.06753246753246753
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,3,3,22.0,7,1,5.0,0.0738255033557047
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,4,4,32.5,7,1,7.0,0.07793764988009592
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,5,4,32.0,7,1,9.0,0.08311688311688312
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,6,4,34.0,7,1,8.0,0.09340659340659341
"Mike ""The Miz"" Mizanin",Witney Carson,Athlete,Ohio,United States,40,30,Eliminated Week 7,9,7,4,32.0,7,1,9.0,0.09785932721712538
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,1,4,28.0,9,1,2.0,0.07650273224043716
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,2,4,28.0,9,1,4.0,0.07272727272727272
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,3,3,21.0,9,1,7.0,0.07046979865771812
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,4,4,34.0,9,1,4.0,0.0815347721822542
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,5,4,36.0,9,1,3.0,0.09350649350649351
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,6,4,36.0,9,1,5.0,0.0989010989010989
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,7,4,34.0,9,1,6.0,0.10397553516819572
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,8,4,42.0,9,1,1.0,0.13636363636363635
Suni Lee,Sasha Farber,Athlete,Minnesota,United States,18,30,Eliminated Week 9,5,9,4,37.5,9,1,3.0,0.16592920353982302
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,1,4,21.0,10,1,14.0,0.05737704918032787
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,2,4,25.0,10,1,9.0,0.06493506493506493
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,3,3,19.0,10,1,12.0,0.06375838926174497
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,4,4,31.5,10,1,9.0,0.07553956834532374
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,5,4,28.0,10,1,11.0,0.07272727272727272
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,6,4,40.0,10,1,1.0,0.10989010989010989
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,7,4,34.0,10,1,6.0,0.10397553516819572
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,8,4,35.0,10,1,7.0,0.11363636363636363
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,9,4,37.5,10,1,3.0,0.16592920353982302
Iman Shumpert,Daniella Karagach,Athlete,Illinois,United States,31,30,1st Place,1,10,4,40.0,10,1,1.0,0.25477707006369427
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,1,4,24.0,10,1,9.0,0.06557377049180328
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,2,4,24.0,10,1,10.0,0.06233766233766234
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,3,3,18.0,10,1,14.0,0.06040268456375839
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,4,4,29.0,10,1,11.0,0.06954436450839328
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,5,4,32.0,10,1,9.0,0.08311688311688312
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,6,4,36.0,10,1,5.0,0.0989010989010989
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,7,4,36.0,10,1,5.0,0.11009174311926606
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,8,4,38.0,10,1,5.0,0.12337662337662338
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,9,4,35.5,10,1,6.0,0.1570796460176991
Cody Rigsby,Cheryl Burke,Fitness Instructor,California,United States,34,30,3rd Place,3,10,4,38.0,10,1,4.0,0.24203821656050956
Melanie C,Gleb Savchenko,Singer/Rapper,Unknown,England,47,30,Eliminated Week 5,11,1,4,27.0,5,1,4.0,0.07377049180327869
Melanie C,Gleb Savchenko,Singer/Rapper,Unknown,England,47,30,Eliminated Week 5,11,2,4,30.0,5,1,3.0,0.07792207792207792
Melanie C,Gleb Savchenko,Singer/Rapper,Unknown,England,47,30,Eliminated Week 5,11,3,3,22.0,5,1,5.0,0.0738255033557047
Melanie C,Gleb Savchenko,Singer/Rapper,Unknown,England,47,30,Eliminated Week 5,11,4,4,33.0,5,1,6.0,0.07913669064748201
Melanie C,Gleb Savchenko,Singer/Rapper,Unknown,England,47,30,Eliminated Week 5,11,5,4,36.0,5,1,3.0,0.09350649350649351
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,1,4,22.0,8,1,13.0,0.060109289617486336
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,2,4,27.0,8,1,5.0,0.07012987012987013
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,3,3,20.0,8,1,10.0,0.06711409395973154
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,4,4,32.5,8,1,7.0,0.07793764988009592
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,5,4,34.0,8,1,8.0,0.08831168831168831
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,6,4,38.0,8,1,3.0,0.1043956043956044
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,7,4,38.0,8,1,3.0,0.1162079510703364
Jimmie Allen,Emma Slater,Singer/Rapper,Delaware,United States,36,30,Eliminated Week 8,7,8,4,32.0,8,1,8.0,0.1038961038961039
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,1,4,25.0,8,1,7.0,0.06830601092896176
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,2,4,27.0,8,1,5.0,0.07012987012987013
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,3,3,24.0,8,1,1.0,0.08053691275167785
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,4,4,35.0,8,1,2.0,0.08393285371702638
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,5,4,36.0,8,1,3.0,0.09350649350649351
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,6,4,36.0,8,1,5.0,0.0989010989010989
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,7,4,42.0,8,1,1.0,0.12844036697247707
Olivia Jade,Valentin Chmerkovskiy,Social Media Personality,California,United States,21,30,Eliminated Week 8,8,8,4,36.0,8,1,6.0,0.11688311688311688
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,1,4,29.0,10,1,1.0,0.07923497267759563
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,2,4,31.0,10,1,2.0,0.08051948051948052
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,3,3,24.0,10,1,1.0,0.08053691275167785
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,4,4,35.0,10,1,2.0,0.08393285371702638
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,5,4,40.0,10,1,1.0,0.1038961038961039
JoJo Siwa,Jenna Johnson,Social Media Personality,Nebraska,United States,18,30,2nd Place,2,6,4,40.0,10,1,1.0,0.10989010989010989
